Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,D/D,T/D,DraftKings
Robin Lopez,MIL,@MEM,2020-08-13,L,21,5,2,9,22.2,0,4,0.0,1,2,50.0,0,4,4,0,0,1,0,3,2,0,0,12.0
Brandon Clarke,MEM,vs.MIL,2020-08-13,W,28,10,4,9,44.4,0,2,0.0,2,4,50.0,0,7,7,1,1,1,2,3,-1,0,0,23.25
Thanasis Antetokounmpo,MIL,@MEM,2020-08-13,L,18,2,1,4,25.0,0,2,0.0,0,2,0.0,0,1,1,2,1,0,1,4,12,0,0,7.75
Frank Mason,MIL,@MEM,2020-08-13,L,26,18,7,13,53.8,3,6,50.0,1,2,50.0,2,2,4,8,1,1,1,2,5,0,0,40.0
Sterling Brown,MIL,@MEM,2020-08-13,L,19,5,1,6,16.7,1,3,33.3,2,2,100,1,4,5,2,1,0,1,1,4,0,0,16.25
Grayson Allen,MEM,vs.MIL,2020-08-13,W,27,9,4,6,66.7,1,2,50.0,0,0,-,0,1,1,0,0,0,1,1,1,0,0,10.25
Donte DiVincenzo,MIL,@MEM,2020-08-13,L,19,17,7,13,53.8,3,5,60.0,0,2,0.0,1,3,4,4,1,0,5,4,-9,0,0,29.0
J.J. Barea,DAL,@PHX,2020-08-13,L,19,9,4,12,33.3,1,5,20.0,0,0,-,0,2,2,4,0,0,1,0,-11,0,0,17.5
Tim Hardaway Jr.,DAL,@PHX,2020-08-13,L,20,8,2,8,25.0,1,3,33.3,3,4,75.0,0,2,2,0,0,0,1,2,-24,0,0,10.5
Seth Curry,DAL,@PHX,2020-08-13,L,20,8,3,9,33.3,2,3,66.7,0,0,-,1,1,2,0,0,0,0,2,-24,0,0,11.5
Delon Wright,DAL,@PHX,2020-08-13,L,22,4,2,4,50.0,0,0,-,0,0,-,0,2,2,4,1,0,1,1,-5,0,0,14.0
Boban Marjanovic,DAL,@PHX,2020-08-13,L,29,18,9,14,64.3,0,1,0.0,0,1,0.0,6,14,20,3,0,0,3,2,-12,1,0,47.5
Dorian Finney-Smith,DAL,@PHX,2020-08-13,L,11,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,1,2,0,0,1.5
Maxi Kleber,DAL,@PHX,2020-08-13,L,11,3,1,2,50.0,1,2,50.0,0,0,-,1,0,1,0,0,1,0,1,-18,0,0,6.75
Luka Doncic,DAL,@PHX,2020-08-13,L,13,18,5,9,55.6,1,2,50.0,7,7,100,1,4,5,0,1,0,1,2,-4,0,0,26.25
Ricky Rubio,PHX,vs.DAL,2020-08-13,W,21,7,2,6,33.3,2,5,40.0,1,1,100,0,2,2,12,1,0,1,1,4,0,0,30.0
Devin Booker,PHX,vs.DAL,2020-08-13,W,32,27,11,20,55.0,0,5,0.0,5,5,100,0,7,7,5,0,0,0,3,30,0,0,43.25
Deandre Ayton,PHX,vs.DAL,2020-08-13,W,26,11,5,10,50.0,0,1,0.0,1,2,50.0,3,6,9,3,2,1,0,0,19,0,0,32.75
Ty Jerome,PHX,vs.DAL,2020-08-13,W,5,4,1,3,33.3,1,2,50.0,1,2,50.0,1,1,2,1,0,0,0,0,5,0,0,8.5
Cameron Johnson,PHX,vs.DAL,2020-08-13,W,30,15,7,11,63.6,1,4,25.0,0,0,-,2,3,5,3,2,1,0,1,12,0,0,32.25
Cheick Diallo,PHX,vs.DAL,2020-08-13,W,5,6,3,4,75.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,5,0,0,7.25
Cameron Payne,PHX,vs.DAL,2020-08-13,W,29,15,5,8,62.5,3,5,60.0,2,3,66.7,1,4,5,2,0,0,1,2,20,0,0,25.25
Justin Jackson,DAL,@PHX,2020-08-13,L,29,13,5,10,50.0,1,4,25.0,2,2,100,0,2,2,0,0,0,1,0,-11,0,0,15.5
Antonius Cleveland,DAL,@PHX,2020-08-13,L,13,4,2,3,66.7,0,1,0.0,0,1,0.0,0,1,1,1,0,2,1,2,1,0,0,10.25
Mikal Bridges,PHX,vs.DAL,2020-08-13,W,28,14,6,10,60.0,2,4,50.0,0,0,-,0,4,4,3,0,1,1,2,26,0,0,26.0
Jevon Carter,PHX,vs.DAL,2020-08-13,W,26,9,3,7,42.9,3,5,60.0,0,0,-,0,2,2,1,1,1,0,1,5,0,0,18.5
Elie Okobo,PHX,vs.DAL,2020-08-13,W,12,4,0,0,-,0,0,-,4,4,100,0,2,2,2,0,0,0,1,1,0,0,9.5
Josh Reaves,DAL,@PHX,2020-08-13,L,13,4,1,4,25.0,0,1,0.0,2,2,100,1,1,2,0,0,0,0,3,1,0,0,6.5
Michael Kidd-Gilchrist,DAL,@PHX,2020-08-13,L,21,6,2,5,40.0,0,0,-,2,2,100,1,2,3,1,0,1,1,2,-17,0,0,12.75
Trey Burke,DAL,@PHX,2020-08-13,L,19,7,3,8,37.5,1,3,33.3,0,0,-,0,1,1,3,1,0,1,0,-8,0,0,14.75
Dario Saric,PHX,vs.DAL,2020-08-13,W,26,16,6,10,60.0,2,3,66.7,2,4,50.0,0,6,6,2,0,0,2,3,3,0,0,26.5
LeBron James,LAL,vs.SAC,2020-08-13,L,15,17,6,13,46.2,2,5,40.0,3,3,100,1,2,3,4,0,0,3,0,-13,0,0,26.25
Dwight Howard,LAL,vs.SAC,2020-08-13,L,12,6,1,3,33.3,0,0,-,4,6,66.7,1,4,5,0,0,0,1,3,-5,0,0,11.75
JaVale McGee,LAL,vs.SAC,2020-08-13,L,21,8,4,6,66.7,0,0,-,0,0,-,4,5,9,1,0,0,1,0,-20,0,0,20.25
Danny Green,LAL,vs.SAC,2020-08-13,L,14,2,1,4,25.0,0,3,0.0,0,0,-,1,1,2,2,2,0,0,1,-3,0,0,11.5
Markieff Morris,LAL,vs.SAC,2020-08-13,L,20,14,5,9,55.6,4,5,80.0,0,0,-,1,4,5,1,0,0,0,1,-16,0,0,23.75
Quinn Cook,LAL,vs.SAC,2020-08-13,L,31,12,4,11,36.4,1,5,20.0,3,3,100,1,3,4,4,0,1,2,1,-6,0,0,24.5
Devontae Cacok,LAL,vs.SAC,2020-08-13,L,9,6,3,6,50.0,0,0,-,0,0,-,2,3,5,1,0,0,0,0,5,0,0,13.75
Corey Brewer,SAC,@LAL,2020-08-13,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,0,0,0,1.5
Nemanja Bjelica,SAC,@LAL,2020-08-13,W,32,15,5,8,62.5,1,4,25.0,4,5,80.0,0,8,8,13,2,1,1,2,32,1,0,52.0
Cory Joseph,SAC,@LAL,2020-08-13,W,20,13,5,6,83.3,3,3,100,0,0,-,0,2,2,2,1,0,2,1,5,0,0,21.0
Harrison Barnes,SAC,@LAL,2020-08-13,W,25,3,1,5,20.0,0,2,0.0,1,2,50.0,1,2,3,0,1,0,2,0,8,0,0,7.75
Alex Len,SAC,@LAL,2020-08-13,W,14,3,1,2,50.0,0,1,0.0,1,2,50.0,0,3,3,0,0,1,0,1,11,0,0,8.75
Harry Giles III,SAC,@LAL,2020-08-13,W,4,4,2,3,66.7,0,0,-,0,0,-,0,1,1,0,0,0,1,1,-10,0,0,4.75
Kyle Guy,SAC,@LAL,2020-08-13,W,6,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,1,0,0,0,1,-8,0,0,4.75
Justin James,SAC,@LAL,2020-08-13,W,10,4,2,4,50.0,0,1,0.0,0,0,-,0,2,2,1,0,0,0,0,-7,0,0,8.0
Yogi Ferrell,SAC,@LAL,2020-08-13,W,20,11,4,7,57.1,2,4,50.0,1,2,50.0,0,1,1,2,3,0,1,1,-4,0,0,21.75
Jared Dudley,LAL,vs.SAC,2020-08-13,L,23,6,2,3,66.7,2,3,66.7,0,0,-,0,4,4,5,1,0,1,3,-6,0,0,21.0
Buddy Hield,SAC,@LAL,2020-08-13,W,26,28,10,17,58.8,8,14,57.1,0,0,-,0,5,5,2,2,0,2,2,12,0,0,44.25
Kostas Antetokounmpo,LAL,vs.SAC,2020-08-13,L,11,7,3,3,100,0,0,-,1,2,50.0,2,0,2,1,0,0,1,1,14,0,0,10.5
DaQuan Jeffries,SAC,@LAL,2020-08-13,W,26,7,3,7,42.9,1,3,33.3,0,0,-,1,3,4,0,1,0,1,4,-3,0,0,14.0
Talen Horton-Tucker,LAL,vs.SAC,2020-08-13,L,34,14,6,15,40.0,2,5,40.0,0,0,-,1,3,4,3,3,0,2,4,-4,0,0,29.5
Dion Waiters,LAL,vs.SAC,2020-08-13,L,26,19,8,15,53.3,3,6,50.0,0,1,0.0,1,2,3,5,0,0,5,2,-1,0,0,29.25
Jabari Parker,SAC,@LAL,2020-08-13,W,30,19,9,10,90.0,1,2,50.0,0,1,0.0,4,4,8,6,0,0,3,2,13,0,0,37.0
Bogdan Bogdanovic,SAC,@LAL,2020-08-13,W,27,27,11,23,47.8,5,11,45.5,0,0,-,3,3,6,9,2,0,1,0,21,0,0,54.0
JR Smith,LAL,vs.SAC,2020-08-13,L,25,11,5,10,50.0,1,3,33.3,0,0,-,0,1,1,2,0,0,1,2,-15,0,0,15.25
Enes Kanter,BOS,vs.WAS,2020-08-13,L,18,8,4,6,66.7,0,0,-,0,0,-,3,2,5,3,0,1,2,1,1,0,0,19.75
Semi Ojeleye,BOS,vs.WAS,2020-08-13,L,31,13,4,11,36.4,2,6,33.3,3,3,100,2,6,8,2,1,0,3,0,-3,0,0,27.5
Robert Williams III,BOS,vs.WAS,2020-08-13,L,6,6,3,3,100,0,0,-,0,0,-,0,1,1,1,0,0,0,0,1,0,0,8.75
Tremont Waters,BOS,vs.WAS,2020-08-13,L,30,7,2,14,14.3,1,7,14.3,2,2,100,0,3,3,4,5,0,5,2,-7,0,0,24.75
Vincent Poirier,BOS,vs.WAS,2020-08-13,L,16,2,1,3,33.3,0,0,-,0,0,-,3,6,9,1,0,3,2,2,-8,0,0,19.75
Thomas Bryant,WAS,@BOS,2020-08-13,W,33,26,10,15,66.7,2,4,50.0,4,6,66.7,3,6,9,2,4,2,2,2,11,0,0,52.25
Troy Brown Jr.,WAS,@BOS,2020-08-13,W,34,17,5,16,31.3,2,5,40.0,5,6,83.3,2,6,8,3,3,1,3,3,9,0,0,39.0
Jerome Robinson,WAS,@BOS,2020-08-13,W,27,10,4,10,40.0,2,6,33.3,0,0,-,1,2,3,1,0,0,4,4,1,0,0,14.25
Isaac Bonga,WAS,@BOS,2020-08-13,W,30,6,2,7,28.6,1,2,50.0,1,2,50.0,2,1,3,4,2,0,2,1,1,0,0,19.25
Javonte Green,BOS,vs.WAS,2020-08-13,L,34,23,8,17,47.1,3,9,33.3,4,4,100,3,1,4,0,0,0,4,4,-13,0,0,27.5
Jarrod Uthoff,WAS,@BOS,2020-08-13,W,24,8,3,7,42.9,2,4,50.0,0,0,-,1,2,3,0,0,0,0,1,1,0,0,12.75
Tacko Fall,BOS,vs.WAS,2020-08-13,L,8,4,2,2,100,0,0,-,0,0,-,1,3,4,1,1,2,0,2,0,0,0,16.5
Jerian Grant,WAS,@BOS,2020-08-13,W,17,6,1,6,16.7,0,0,-,4,4,100,1,2,3,2,0,0,0,1,-1,0,0,12.75
Moritz Wagner,WAS,@BOS,2020-08-13,W,19,7,2,7,28.6,1,5,20.0,2,2,100,1,7,8,1,1,0,1,4,2,0,0,20.5
Carsen Edwards,BOS,vs.WAS,2020-08-13,L,24,8,3,11,27.3,1,5,20.0,1,3,33.3,0,4,4,0,1,0,0,0,-5,0,0,15.5
Johnathan Williams,WAS,@BOS,2020-08-13,W,25,5,2,7,28.6,0,0,-,1,2,50.0,7,9,16,1,0,1,1,2,-2,0,0,28.0
Romeo Langford,BOS,vs.WAS,2020-08-13,L,30,6,3,9,33.3,0,1,0.0,0,0,-,0,4,4,4,0,0,1,2,7,0,0,16.5
Grant Williams,BOS,vs.WAS,2020-08-13,L,25,7,2,7,28.6,1,5,20.0,2,2,100,1,7,8,2,0,1,1,4,-4,0,0,22.0
Ish Smith,WAS,@BOS,2020-08-13,W,31,11,5,13,38.5,0,0,-,1,2,50.0,0,3,3,8,1,2,5,1,8,0,0,30.25
Brad Wanamaker,BOS,vs.WAS,2020-08-13,L,18,6,3,5,60.0,0,2,0.0,0,0,-,0,1,1,4,0,0,0,2,1,0,0,13.25
Paul Millsap,DEN,vs.LAC,2020-08-12,L,23,5,2,6,33.3,0,1,0.0,1,2,50.0,1,4,5,2,0,0,1,4,2,0,0,13.75
Troy Daniels,DEN,vs.LAC,2020-08-12,L,4,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,0,0,0,0,-1,0,0,5.0
Noah Vonleh,DEN,vs.LAC,2020-08-12,L,4,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,0,0,0,2,-1,0,0,1.0
Nikola Jokic,DEN,vs.LAC,2020-08-12,L,28,17,7,11,63.6,1,4,25.0,2,4,50.0,1,6,7,13,0,0,1,1,5,1,0,46.75
Jamal Murray,DEN,vs.LAC,2020-08-12,L,25,10,3,8,37.5,2,7,28.6,2,2,100,0,3,3,6,0,0,0,2,1,0,0,23.75
Torrey Craig,DEN,vs.LAC,2020-08-12,L,24,10,4,8,50.0,2,4,50.0,0,1,0.0,2,3,5,0,0,0,1,2,-4,0,0,16.75
Keita Bates-Diop,DEN,vs.LAC,2020-08-12,L,7,6,3,4,75.0,0,0,-,0,0,-,0,2,2,0,0,1,1,0,-5,0,0,10.0
Bol Bol,DEN,vs.LAC,2020-08-12,L,10,7,3,4,75.0,1,2,50.0,0,0,-,1,0,1,0,1,1,2,1,-3,0,0,11.75
Joakim Noah,LAC,@DEN,2020-08-12,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0.0
Marcus Morris Sr.,LAC,@DEN,2020-08-12,W,30,7,3,10,30.0,1,7,14.3,0,0,-,0,5,5,2,1,0,0,3,14,0,0,18.75
Kawhi Leonard,LAC,@DEN,2020-08-12,W,33,26,9,16,56.3,1,4,25.0,7,8,87.5,0,5,5,3,2,0,1,4,12,0,0,40.75
Reggie Jackson,LAC,@DEN,2020-08-12,W,29,10,4,8,50.0,2,6,33.3,0,0,-,0,2,2,4,1,0,0,4,4,0,0,21.5
Ivica Zubac,LAC,@DEN,2020-08-12,W,21,15,7,9,77.8,0,0,-,1,2,50.0,4,8,12,2,0,0,0,3,5,1,0,34.5
Amir Coffey,LAC,@DEN,2020-08-12,W,2,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,1,0,0,3.5
Terance Mann,LAC,@DEN,2020-08-12,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,2,0,0,1,0,0,0,0,3.75
Lou Williams,LAC,@DEN,2020-08-12,W,25,23,8,13,61.5,2,6,33.3,5,6,83.3,1,1,2,7,1,0,2,2,4,0,0,38.0
PJ Dozier,DEN,vs.LAC,2020-08-12,L,23,6,3,10,30.0,0,1,0.0,0,0,-,1,2,3,3,1,0,0,2,-12,0,0,16.25
Monte Morris,DEN,vs.LAC,2020-08-12,L,21,6,2,6,33.3,2,3,66.7,0,0,-,1,1,2,2,0,0,1,0,-10,0,0,12.0
Michael Porter Jr.,DEN,vs.LAC,2020-08-12,L,25,11,4,10,40.0,0,4,0.0,3,4,75.0,0,5,5,2,1,1,1,3,-16,0,0,23.75
Paul George,LAC,@DEN,2020-08-12,W,36,27,9,20,45.0,4,9,44.4,5,7,71.4,1,3,4,4,3,0,2,0,12,0,0,45.0
Patrick Patterson,LAC,@DEN,2020-08-12,W,22,8,3,4,75.0,2,3,66.7,0,0,-,0,2,2,3,1,0,1,3,15,0,0,17.5
JaMychal Green,LAC,@DEN,2020-08-12,W,21,3,1,2,50.0,1,1,100,0,0,-,0,4,4,1,1,1,0,4,-8,0,0,14.0
Mason Plumlee,DEN,vs.LAC,2020-08-12,L,19,4,2,4,50.0,0,0,-,0,0,-,1,2,3,3,0,0,3,2,-14,0,0,10.75
Rodney McGruder,LAC,@DEN,2020-08-12,W,17,2,1,2,50.0,0,0,-,0,0,-,0,3,3,1,1,0,0,1,6,0,0,9.25
Jerami Grant,DEN,vs.LAC,2020-08-12,L,28,25,9,14,64.3,4,7,57.1,3,4,75.0,1,5,6,1,1,0,1,0,-7,0,0,37.5
Andre Iguodala,MIA,@OKC,2020-08-12,L,15,0,0,4,0.0,0,2,0.0,0,0,-,0,1,1,0,2,1,0,0,-10,0,0,7.25
Goran Dragic,MIA,@OKC,2020-08-12,L,22,16,7,12,58.3,1,4,25.0,1,2,50.0,1,4,5,6,2,0,1,3,6,0,0,35.25
Jimmy Butler,MIA,@OKC,2020-08-12,L,16,7,2,3,66.7,0,0,-,3,5,60.0,1,4,5,2,2,0,3,1,13,0,0,18.75
Meyers Leonard,MIA,@OKC,2020-08-12,L,18,0,0,4,0.0,0,4,0.0,0,0,-,1,4,5,2,1,0,1,4,-8,0,0,10.75
Jae Crowder,MIA,@OKC,2020-08-12,L,8,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,0,0,0,0,1,6,0,0,3.5
Derrick Jones Jr.,MIA,@OKC,2020-08-12,L,17,4,2,2,100,0,0,-,0,0,-,0,2,2,1,1,0,1,0,7,0,0,9.5
Bam Adebayo,MIA,@OKC,2020-08-12,L,16,6,3,5,60.0,0,0,-,0,0,-,0,2,2,4,0,0,1,3,5,0,0,14.0
Duncan Robinson,MIA,@OKC,2020-08-12,L,16,19,6,8,75.0,5,7,71.4,2,2,100,0,2,2,3,0,0,1,2,9,0,0,28.0
Chris Paul,OKC,vs.MIA,2020-08-12,W,24,12,4,12,33.3,0,3,0.0,4,4,100,2,5,7,4,1,0,3,2,-6,0,0,27.25
Danilo Gallinari,OKC,vs.MIA,2020-08-12,W,21,14,2,10,20.0,0,6,0.0,10,10,100,0,2,2,0,0,0,1,0,-19,0,0,16.0
Nerlens Noel,OKC,vs.MIA,2020-08-12,W,18,2,1,1,100,0,0,-,0,0,-,3,4,7,1,0,0,4,3,-4,0,0,10.25
Andre Roberson,OKC,vs.MIA,2020-08-12,W,11,6,2,3,66.7,2,3,66.7,0,0,-,1,3,4,1,0,0,1,3,17,0,0,13.0
Steven Adams,OKC,vs.MIA,2020-08-12,W,20,8,4,7,57.1,0,0,-,0,2,0.0,2,6,8,0,1,0,0,0,-7,0,0,20.0
Terrance Ferguson,OKC,vs.MIA,2020-08-12,W,24,3,1,5,20.0,1,3,33.3,0,0,-,0,0,0,5,1,1,0,2,8,0,0,15.0
Shai Gilgeous-Alexander,OKC,vs.MIA,2020-08-12,W,25,18,6,9,66.7,2,3,66.7,4,4,100,0,1,1,1,0,1,2,1,-23,0,0,22.75
Luguentz Dort,OKC,vs.MIA,2020-08-12,W,8,2,0,1,0.0,0,1,0.0,2,2,100,1,0,1,0,0,0,0,1,-6,0,0,3.25
Abdel Nader,OKC,vs.MIA,2020-08-12,W,17,13,5,9,55.6,3,6,50.0,0,0,-,0,3,3,1,1,0,2,3,0,0,0,20.75
Hamidou Diallo,OKC,vs.MIA,2020-08-12,W,25,11,4,9,44.4,1,2,50.0,2,4,50.0,1,1,2,1,1,0,2,1,11,0,0,16.5
Devon Hall,OKC,vs.MIA,2020-08-12,W,12,0,0,4,0.0,0,3,0.0,0,0,-,0,1,1,1,1,1,0,1,2,0,0,6.75
Gabe Vincent,MIA,@OKC,2020-08-12,L,18,3,1,7,14.3,1,5,20.0,0,0,-,0,0,0,1,3,0,1,1,-13,0,0,10.5
Tyler Herro,MIA,@OKC,2020-08-12,L,38,30,9,16,56.3,3,6,50.0,9,9,100,0,6,6,2,1,1,1,2,-8,0,0,45.5
Darius Bazley,OKC,vs.MIA,2020-08-12,W,27,21,8,14,57.1,5,8,62.5,0,1,0.0,3,6,9,4,1,1,1,2,20,0,0,44.25
Chris Silva,MIA,@OKC,2020-08-12,L,14,8,3,5,60.0,0,1,0.0,2,2,100,2,3,5,1,0,0,0,2,-12,0,0,15.75
Kelly Olynyk,MIA,@OKC,2020-08-12,L,19,9,4,6,66.7,1,3,33.3,0,0,-,1,3,4,1,0,0,1,3,5,0,0,15.5
Mike Muscala,OKC,vs.MIA,2020-08-12,W,10,6,2,5,40.0,2,4,50.0,0,0,-,1,4,5,1,0,0,0,0,12,0,0,14.75
Solomon Hill,MIA,@OKC,2020-08-12,L,24,10,4,10,40.0,2,6,33.3,0,0,-,0,3,3,1,2,0,1,1,-5,0,0,19.75
Pascal Siakam,TOR,@PHI,2020-08-12,W,29,15,5,14,35.7,2,6,33.3,3,7,42.9,4,5,9,4,0,1,1,2,-4,0,0,34.75
Rondae Hollis-Jefferson,TOR,@PHI,2020-08-12,W,25,8,2,3,66.7,1,2,50.0,3,4,75.0,0,6,6,4,1,0,0,4,5,0,0,24.0
Al Horford,PHI,vs.TOR,2020-08-12,L,18,9,3,6,50.0,2,5,40.0,1,2,50.0,1,3,4,5,0,1,1,2,4,0,0,24.0
Tobias Harris,PHI,vs.TOR,2020-08-12,L,25,22,8,13,61.5,1,4,25.0,5,8,62.5,1,5,6,5,0,2,0,1,10,0,0,41.5
Joel Embiid,PHI,vs.TOR,2020-08-12,L,14,5,1,4,25.0,0,0,-,3,4,75.0,1,8,9,0,1,1,5,2,6,0,0,17.75
Josh Richardson,PHI,vs.TOR,2020-08-12,L,24,10,3,8,37.5,1,3,33.3,3,3,100,1,4,5,0,2,1,4,3,8,0,0,20.75
Shake Milton,PHI,vs.TOR,2020-08-12,L,22,8,2,9,22.2,2,6,33.3,2,2,100,1,3,4,5,0,0,1,3,-1,0,0,21.0
Marial Shayok,PHI,vs.TOR,2020-08-12,L,10,3,1,3,33.3,0,0,-,1,2,50.0,0,2,2,0,0,1,1,3,-7,0,0,7.0
Marc Gasol,TOR,@PHI,2020-08-12,W,19,11,4,8,50.0,2,4,50.0,1,1,100,0,5,5,1,2,1,2,1,-1,0,0,24.75
Stanley Johnson,TOR,@PHI,2020-08-12,W,9,5,2,4,50.0,0,1,0.0,1,2,50.0,1,3,4,4,0,1,0,0,9,0,0,18.0
Norman Powell,TOR,@PHI,2020-08-12,W,26,17,5,10,50.0,3,6,50.0,4,5,80.0,1,2,3,1,0,0,2,2,2,0,0,22.75
Fred VanVleet,TOR,@PHI,2020-08-12,W,26,10,3,11,27.3,1,3,33.3,3,3,100,0,2,2,6,0,0,0,1,-11,0,0,22.0
Paul Watson,TOR,@PHI,2020-08-12,W,5,4,1,1,100,0,0,-,2,2,100,0,1,1,1,1,0,1,0,2,0,0,8.25
Dewan Hernandez,TOR,@PHI,2020-08-12,W,4,6,2,3,66.7,1,1,100,1,3,33.3,0,0,0,2,0,0,1,0,10,0,0,9.0
Malcolm Miller,TOR,@PHI,2020-08-12,W,11,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,2,6,0,0,0.75
Furkan Korkmaz,PHI,vs.TOR,2020-08-12,L,29,21,5,10,50.0,5,9,55.6,6,6,100,1,4,5,4,2,0,2,1,-5,0,0,38.75
Chris Boucher,TOR,@PHI,2020-08-12,W,22,19,7,12,58.3,4,6,66.7,1,2,50.0,4,5,9,0,0,4,1,1,-8,0,0,39.75
Terence Davis,TOR,@PHI,2020-08-12,W,16,5,1,6,16.7,1,5,20.0,2,2,100,0,3,3,2,2,0,2,6,0,0,0,15.25
Matt Thomas,TOR,@PHI,2020-08-12,W,23,6,2,7,28.6,2,5,40.0,0,0,-,1,2,3,0,0,0,1,0,14,0,0,10.25
Raul Neto,PHI,vs.TOR,2020-08-12,L,27,17,6,15,40.0,2,6,33.3,3,3,100,0,1,1,5,1,1,1,1,-4,0,0,30.25
Norvel Pelle,PHI,vs.TOR,2020-08-12,L,20,4,2,4,50.0,0,0,-,0,0,-,1,2,3,0,1,3,1,6,-7,0,0,15.25
Kyle Lowry,TOR,@PHI,2020-08-12,W,25,19,6,11,54.5,1,4,25.0,6,9,66.7,0,1,1,3,2,0,0,4,-4,0,0,29.25
Matisse Thybulle,PHI,vs.TOR,2020-08-12,L,30,10,4,7,57.1,2,4,50.0,0,0,-,0,3,3,1,1,0,1,2,-11,0,0,17.75
Mike Scott,PHI,vs.TOR,2020-08-12,L,22,12,4,5,80.0,2,3,66.7,2,3,66.7,2,3,5,2,1,0,0,5,-13,0,0,24.25
P.J. Tucker,HOU,vs.IND,2020-08-12,L,28,3,1,6,16.7,1,4,25.0,0,0,-,1,3,4,2,0,1,1,2,9,0,0,13.0
James Harden,HOU,vs.IND,2020-08-12,L,35,45,13,21,61.9,7,14,50.0,12,14,85.7,1,16,17,9,3,0,6,2,11,1,0,87.75
Robert Covington,HOU,vs.IND,2020-08-12,L,36,11,3,8,37.5,3,8,37.5,2,2,100,0,7,7,2,0,2,2,3,2,0,0,27.25
Chris Clemons,HOU,vs.IND,2020-08-12,L,5,3,1,1,100,1,1,100,0,0,-,1,0,1,0,0,0,0,0,9,0,0,4.75
Justin Holiday,IND,@HOU,2020-08-12,W,29,18,6,10,60.0,4,8,50.0,2,2,100,1,5,6,1,2,1,0,2,-2,0,0,35.0
Victor Oladipo,IND,@HOU,2020-08-12,W,37,16,7,26,26.9,2,12,16.7,0,0,-,0,6,6,5,1,1,5,4,-7,0,0,33.5
JaKarr Sampson,IND,@HOU,2020-08-12,W,16,9,3,3,100,0,0,-,3,3,100,0,5,5,0,2,0,0,3,-9,0,0,19.25
Myles Turner,IND,@HOU,2020-08-12,W,28,18,5,14,35.7,0,0,-,8,10,80.0,7,5,12,2,1,1,2,5,-13,1,0,40.5
Aaron Holiday,IND,@HOU,2020-08-12,W,25,2,1,11,9.1,0,3,0.0,0,0,-,0,1,1,2,1,0,2,3,-15,0,0,7.25
Edmond Sumner,IND,@HOU,2020-08-12,W,24,17,6,11,54.5,2,3,66.7,3,6,50.0,1,3,4,4,0,1,1,3,13,0,0,30.5
Eric Gordon,HOU,vs.IND,2020-08-12,L,20,13,5,15,33.3,1,9,11.1,2,2,100,1,3,4,0,1,0,6,1,-6,0,0,17.5
Michael Frazier,HOU,vs.IND,2020-08-12,L,13,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,0,0,0,0,1,-5,0,0,2.0
Alize Johnson,IND,@HOU,2020-08-12,W,17,2,1,3,33.3,0,1,0.0,0,0,-,0,8,8,0,3,1,0,2,6,0,0,20.0
Goga Bitadze,IND,@HOU,2020-08-12,W,17,4,2,6,33.3,0,0,-,0,0,-,1,2,3,0,2,1,1,2,10,0,0,13.25
Jeff Green,HOU,vs.IND,2020-08-12,L,30,14,5,12,41.7,0,4,0.0,4,4,100,1,2,3,1,0,1,1,3,-16,0,0,20.75
DeMarre Carroll,HOU,vs.IND,2020-08-12,L,13,3,0,2,0.0,0,2,0.0,3,4,75.0,0,3,3,3,1,0,0,2,-3,0,0,13.25
Austin Rivers,HOU,vs.IND,2020-08-12,L,31,3,1,9,11.1,1,5,20.0,0,0,-,1,8,9,3,2,0,3,5,-18,0,0,21.75
Ben McLemore,HOU,vs.IND,2020-08-12,L,28,7,2,9,22.2,2,8,25.0,1,2,50.0,0,1,1,0,1,2,1,1,-3,0,0,14.75
Doug McDermott,IND,@HOU,2020-08-12,W,24,16,6,7,85.7,3,3,100,1,1,100,0,2,2,4,1,1,1,1,18,0,0,29.5
T.J. McConnell,IND,@HOU,2020-08-12,W,23,6,3,9,33.3,0,1,0.0,0,0,-,2,5,7,7,2,0,2,0,19,0,0,28.25
Mike Scott,PHI,vs.PHX,2020-08-11,L,22,17,7,12,58.3,3,4,75.0,0,0,-,2,2,4,1,1,0,1,1,3,0,0,26.5
Glenn Robinson III,PHI,vs.PHX,2020-08-11,L,25,15,5,9,55.6,3,6,50.0,2,3,66.7,3,4,7,0,0,0,1,2,-7,0,0,24.75
